numero;echantillon1;echantillon 2;echantillon 3
108;8.205298014;3.043341097;6.303213627
109;7.804292753;2.530478096;5.817429809
110;5.922521069;0.907548173;3.992845816
111;6.443414443;1.241142247;4.431255217
112;8.258658599;3.116584653;6.370842489
113;9.445207968;5.069014104;8.077170242
114;5.597818808;0.737173096;3.741788709
115;9.675655723;5.523710335;8.458155676
116;11.15970017;9.086806219;11.38094009
117;10.53076462;7.439401625;10.03574203
118;7.583706493;2.275760763;5.566359773
119;9.309572481;4.813242185;7.861005277
120;9.308908101;4.812010737;7.859960809
121;8.699584552;3.768460299;6.958172794
122;7.028403471;1.715580335;4.981249156
123;9.581885901;5.335611786;8.301009884
124;5.92314537;0.907902231;3.993344395
125;6.909648985;1.610082377;4.864333936
126;2.073745522;0.035686635;1.849192587
127;3.11630148;0.102836287;2.277914419
128;10.88130382;8.332082495;10.76457622
129;6.802892378;1.519336492;4.761574903
130;6.188464026;1.068090827;4.210969075
131;7.533974039;2.22093195;5.511268464
132;7.986549404;2.75545432;6.033395062
133;11.55981704;10.24367088;12.3291134
134;7.617669614;2.313748437;5.604298669
135;8.664120052;3.712895099;6.908993788
136;6.420179351;1.224562232;4.410710865
137;7.338653487;2.014621967;5.300126549
138;9.263587648;4.728497583;7.789039317
139;13.99554256;19.19620905;20.06763888
140;1.592092898;0.020798657;1.679369759
141;9.930673076;6.056920174;8.900741743
142;10.07874044;6.381219149;9.168265213
143;9.13019537;4.488264661;7.583987176
144;5.290732629;0.599792517;3.518893261
145;11.31296857;9.519830589;11.73520987
146;5.77095172;0.824646789;3.873623384
147;4.780283448;0.416523828;3.177379148
148;7.502988577;2.187247117;5.477220233
149;7.888489335;2.632752689;5.916220802
150;6.244311764;1.104351509;4.258267352
151;7.174146352;1.851768782;5.128582321
152;7.824044304;2.554217049;5.840455912
153;6.775140103;1.496370318;4.735219207
154;7.972017243;2.737024821;6.015884867
155;5.711468567;0.793742976;3.827813351
156;9.161037599;4.543073935;7.630913171
157;10.13538434;6.508169728;9.272721031
158;8.804430846;3.936002859;7.105621059
159;6.180271815;1.062847824;4.204075294
160;7.723720071;2.435236467;5.724435913
161;4.14560323;0.254171512;2.798603789
162;9.186751395;4.589107196;7.670258204
163;7.695777211;2.402801599;5.692533718
164;4.934171721;0.466301612;3.276691893
165;5.548375798;0.713554466;3.704969993
166;9.779548212;5.737095226;8.635742044
167;8.99502511;4.253234745;7.381707807
168;11.76733464;10.87762943;12.85158214
169;8.29493239;3.167059317;6.417229472
170;10.43683761;7.21097787;9.848976306
171;5.882485783;0.885061145;3.961002527
172;6.502114223;1.283769767;4.483584529
173;4.75912027;0.410023439;3.163958881
174;9.758649167;5.693748083;8.599721624
175;5.622836277;0.749350857;3.760557642
176;4.928565591;0.464409025;3.27302004
177;12.09484352;11.92594685;13.72156529
178;7.902102082;2.649554407;5.932349951
179;8.547835288;3.534589599;6.750165732
180;4.762437983;0.411037101;3.166058999
181;10.82686984;8.189273072;10.64802009
182;12.07725455;11.86815022;13.67338045
183;7.369355279;2.046109266;5.332771348
184;8.853531303;4.01615652;7.175742643
185;7.945972575;2.704209661;5.984629995
186;8.921584922;4.129048418;7.27407738
187;7.705554578;2.414116052;5.703676207
188;6.140746338;1.037822463;4.17097269
189;8.767108742;3.875800369;7.052779175
190;8.884870645;4.067884089;7.220860503
191;13.83179252;18.48865444;19.42106891
192;11.03945889;8.755822505;11.110513
193;5.73781336;0.807318744;3.848035167
194;4.697392863;0.391525496;3.125138407
195;4.686751662;0.388405289;3.118494435
196;5.923314814;0.907998345;3.993479727
197;7.31061163;1.986165792;5.270484669
198;8.191880534;3.025111928;6.286321653
199;8.239304602;3.089880781;6.346229902
200;7.490042812;2.173281218;5.463057214
201;10.05648861;6.331786788;9.127553735
202;9.139105525;4.504053461;7.597514125
203;6.803469098;1.519816463;4.762124154
204;4.032228561;0.231550602;2.735859681
205;6.198360098;1.074450134;4.219311738
206;10.82307957;8.179386808;10.63995138
207;7.957920799;2.719229792;5.998948236
208;7.162622408;1.840726563;5.116775634
209;9.2603646;4.722595105;7.784020045
210;9.70094757;5.575173662;8.501048544
211;9.076708691;4.394257949;7.503291104
212;9.466123675;5.109232444;8.111028955
213;7.70061988;2.408400915;5.6980498
214;12.79483853;14.3656173;15.78354129
215;4.087645689;0.242391209;2.76635104
216;8.454588509;3.395874824;6.625446076
217;9.394108444;4.971631254;7.995042713
218;9.740970041;5.657245875;8.569368205
219;10.1723943;6.591984701;9.341612289
220;8.58963546;3.598000833;6.806833894
221;6.591172933;1.35049733;4.564160448
222;11.25062842;9.342193249;11.58980329
223;8.051657804;2.839080772;6.112473753
224;7.943577099;2.701205253;5.981763473
225;9.824277363;5.830586718;8.713342509
226;10.23077362;6.725593314;9.451322921
227;8.917266523;4.121822452;7.267797619
228;10.54117763;7.465003827;10.05666427
229;4.720133717;0.398260879;3.139384443
230;10.42812357;7.190014725;9.831826392
231;8.851181199;4.012295389;7.172370687
232;7.530227745;2.216839928;5.507140644
233;7.1305096;1.810205711;5.084018133
234;7.899861144;2.646783382;5.929691742
235;9.222441773;4.653510951;7.725204961
236;11.07432205;8.851001845;11.18825323
237;2.157469773;0.039067273;1.880417741
238;3.814293956;0.192719129;2.619173451
239;10.82284828;8.178783761;10.6394592
240;7.488926292;2.172079681;5.461837428
241;7.301836081;1.977319809;5.261242503
242;6.157393235;1.048307809;4.184882583
243;8.342330021;3.233852626;6.47835101
244;6.163629034;1.052255949;4.190105056
245;9.070692435;4.383766546;7.494268189
246;7.684569964;2.389878323;5.679788481
247;7.600743507;2.294761226;5.585358954
248;8.916097801;4.119868287;7.266099011
249;17.06880488;35.40850415;37.10534305
250;6.166010092;1.053766436;4.192100909
251;7.044249907;1.730026301;4.997061208
252;5.263088148;0.588481145;3.499491351
253;5.326612299;0.614725793;3.544235425
254;11.38003208;9.713246144;11.89367107
255;7.209555261;1.885994936;5.16503073
256;7.773530801;2.493813714;5.781748584
257;4.055110439;0.235977293;2.748408695
258;8.025575208;2.80537183;6.080670938
259;7.710288523;2.419607624;5.709078943
260;10.96195128;8.54651622;10.93961118
261;10.72537671;7.927128899;10.43405883
262;14.56984289;21.80101076;22.51020087
263;10.38684621;7.091241014;9.750994124
264;6.2301717;1.095084872;4.24624193
265;6.973147585;1.665889318;4.926503548
266;10.84294921;8.231296707;10.6823179
267;5.727983426;0.802232645;3.840477413
268;6.172782084;1.058071323;4.19778253
269;8.452365295;3.392613514;6.622500773
270;6.471648423;1.26151263;4.456348392
271;7.942036052;2.699273699;5.979920123
272;5.79620188;0.838039753;3.893234784
273;5.934803417;0.914533088;4.002666177
274;6.61415994;1.368127574;4.585192034
275;5.889788149;0.889130823;3.966791691
276;7.75068923;2.466831035;5.75539598
277;7.994111987;2.765079056;6.042527577
278;6.05526825;0.985219545;4.100273382
279;9.622408543;5.416377385;8.368559011
280;10.68865385;7.833597259;10.35770585
281;11.81747555;11.03431905;12.98110853
282;7.902156169;2.649621312;5.932414124
283;8.809781012;3.944684101;7.113228378
284;3.547667761;0.152725714;2.483163997
285;10.05954616;6.338564481;9.133137026
286;11.59655816;10.35421344;12.42004416
287;6.699330238;1.43492784;4.66396548
288;8.538451771;3.520459611;6.737509554
289;8.129826327;2.94178086;6.208785253
290;11.91971458;11.35806819;13.24927608
291;9.749255844;5.674334648;8.583580797
292;5.980198532;0.940703347;4.039171943
293;7.883054101;2.626064951;5.909793087
294;11.41477645;9.81439872;11.97660652
295;9.477602376;5.131393228;8.129671161
296;8.429700814;3.359487803;6.592549599
297;9.439184783;5.057470899;8.067446043
298;7.86780948;2.607370488;5.891802017
299;6.791632852;1.509987971;4.750864352
300;6.371813476;1.190577421;4.368250979
301;15.2626227;25.20071279;25.85553091
302;10.44618702;7.23351265;9.867409962
303;6.099022349;1.011888288;4.136311587
304;8.743273242;3.837678287;7.019237882
305;7.612400526;2.307825911;5.598395871
306;9.077130139;4.394993514;7.503923581
307;9.709856647;5.593375663;8.516209346
308;3.282270382;0.120080459;2.354795946
309;5.201862209;0.564022894;3.45690072
310;7.908993364;2.658088452;5.940531888
311;11.32482699;9.553855929;11.76307512
312;9.73504527;5.645047051;8.55921991
313;3.10362141;0.101610409;2.272144915
314;11.75820945;10.84926069;12.8281489
315;6.813752514;1.528393345;4.771928414
316;8.769564074;3.879741795;7.056243408
317;7.241019444;1.916786471;5.197635906
318;6.158442734;1.04897151;4.185761081
319;8.577983673;3.580248137;6.790990007
320;9.149151372;4.521898842;7.612794163
321;6.795705009;1.513364127;4.754735181
322;5.993212021;0.948309132;4.04969838
323;0.071868385;0.003036814;1.239085586
324;6.305042468;1.144819227;4.310304252
325;8.522331158;3.496274257;6.715821977
326;7.28185591;1.957284246;5.240260349
327;9.530571953;5.234472067;8.216254026
328;10.92911623;8.458799273;10.86800603
329;9.292360823;4.781406816;7.833991613
330;4.837430562;0.434488586;3.213903083
331;9.802655436;5.785270927;8.675744012
332;7.926434581;2.679772762;5.961290093
333;7.119246995;1.799588151;5.072579164
334;17.34693589;37.15494619;39.22785881
335;12.60778116;13.68687043;15.20396473
336;5.976109414;0.938323006;4.035869963
337;11.14666701;9.050560362;11.35131279
338;3.277091519;0.119507484;2.352358175
339;3.322869051;0.124653378;2.373994098
340;10.58055633;7.562327195;10.13618065
341;7.815228003;2.543601799;5.830166741
342;6.31265114;1.149966163;4.316868382
343;5.537837094;0.708596566;3.697169101
344;8.435010685;3.367228699;6.599554436
345;8.574996009;3.5757057;6.78693338
346;6.710905708;1.444187842;4.674775507
347;6.580876608;1.342654895;4.554771304
348;10.19153114;6.635592916;9.377434601
349;8.535273944;3.515683041;6.733228786
350;7.937434139;2.693511354;5.97441884
351;8.003420531;2.776957808;6.053787482
352;11.54872082;10.2104292;12.30178241
353;9.127345458;4.483222376;7.579665668
354;8.866272416;4.03713304;7.19405135
355;8.785082651;3.904715375;7.078178002
356;12.378581;12.88193566;14.52274731
357;6.542286871;1.313560493;4.519753126
358;7.941827163;2.699011951;5.9796703
359;12.01942329;11.67932009;13.51614177
360;8.641975721;3.678481739;6.878462438
361;7.912904555;2.6629405;5.945180617
362;6.679394929;1.419082354;4.645406982
363;9.727068028;5.628649298;8.545575005
364;10.83166822;8.201799568;10.65824365
365;7.490023688;2.173260633;5.463036319
366;6.796605397;1.514111367;4.755591479
367;13.21310125;15.954809;17.16067192
368;6.192439597;1.070642165;4.214318607
369;7.816312127;2.544905472;5.831431003
370;7.678291673;2.382660084;5.672661084
371;9.759122391;5.694727247;8.600535581
372;6.285422595;1.131626531;4.293423868
373;8.792095779;3.91603675;7.088113002
374;5.596016435;0.736301676;3.740440133
375;5.726994808;0.801722486;3.839718135
376;5.277729353;0.594450972;3.509753723
377;5.39706088;0.644888578;3.594526155
378;10.34559656;6.993400239;9.670880033
379;8.175036015;3.002333241;6.265179273
380;8.120939947;2.929978538;6.197760328
381;7.890576953;2.635324531;5.91869148
382;7.967876329;2.731789067;6.010904677
383;8.354595747;3.251293235;6.494262855
384;6.930138664;1.627939557;4.884308564
385;8.119902297;2.928602531;6.19647424
386;9.434582397;5.048662236;8.060023559
387;7.984108636;2.752352973;6.030450558
388;10.93175789;8.465835372;10.87374945
389;8.598517444;3.611573415;6.818936278
390;4.535988789;0.346302706;3.02586729
391;9.201344234;4.615368395;7.692677072
392;8.180283561;3.009416749;6.271758089
393;10.38637392;7.090115886;9.750073112
394;7.803489466;2.529515917;5.81649527
395;9.838121788;5.859722592;8.737502184
396;8.07912534;2.874881375;6.146145074
397;9.206450289;4.624580663;7.700536931
398;10.95057655;8.516065181;10.91475244
399;7.931247231;2.685777817;5.967030776
400;8.144063297;2.96075775;6.226489305
401;11.68509073;10.62358225;12.64191836
402;7.710882286;2.420297031;5.709756951
403;9.758849891;5.694163394;8.600066864
404;8.116463879;2.924046098;6.192214492
405;7.949109281;2.708147226;5.988385578
406;5.571215361;0.72439112;3.721932684
407;4.32962662;0.29472321;2.903524442
408;7.815318356;2.543710433;5.830272098
409;8.628255317;3.657268069;6.859613256
410;6.991140616;1.681954352;4.944264032
411;11.4990756;10.06251743;12.18024188
412;6.024931266;0.967042392;4.075470716
413;9.170895541;4.560685449;7.645973031
414;7.266368851;1.941854348;5.224054216
415;7.948474464;2.707350007;5.98762532
416;9.17322223;4.564848738;7.64953182
417;14.94053744;23.58492065;24.24250478
418;8.22169842;3.065725286;6.323922624
419;3.02165171;0.093982688;2.235199178
420;7.885335259;2.628870341;5.912489937
421;5.701577071;0.788691191;3.820248276
422;3.979810887;0.221667375;2.707328019
423;9.273081436;4.745912183;7.803842863
424;10.02910883;6.271301351;9.077708251
425;7.335750481;2.011662666;5.297050182
426;7.493833644;2.177364214;5.467200691
427;4.108358095;0.246548536;2.777834366
428;7.536066419;2.223219747;5.513575279
429;6.936272945;1.633313546;4.890304586
430;9.966331449;6.134024973;8.964445825
431;12.70207041;14.02654509;15.4933993
432;4.470997681;0.329327552;2.986790908
433;9.579027956;5.329945495;8.296266475
434;9.564771717;5.301739123;8.272645454
435;6.639596914;1.38783357;4.608578153
436;14.19444975;20.07660572;20.88205025
437;11.94292982;11.43237834;13.31093616
438;11.30788726;9.505273823;11.72328989
439;6.997993928;1.688102693;4.951045595
440;7.756443725;2.473609446;5.762023673
441;7.934690673;2.690080157;5.971141616
442;1.958303686;0.031448993;1.806986855
443;1.085157685;0.011368041;1.517450368
444;9.306985118;4.808447598;7.856938476
445;9.703805187;5.581007814;8.505908481
446;5.999447263;0.951969785;4.0547517
447;5.293084452;0.600762598;3.520548813
448;9.552160478;5.276868883;8.251806084
449;7.950025853;2.709298567;5.989483435
450;13.8047349;18.37323405;19.31625522
451;7.212007754;1.888382176;5.167564792
452;7.398830266;2.076666421;5.364300863
453;7.899082111;2.645820543;5.928767929
454;6.775328895;1.496525689;4.735398005
455;8.377061354;3.283403486;6.523508018
456;6.632711898;1.382479294;4.602236493
457;3.222479298;0.113605134;2.326804483
458;11.30769655;9.504727751;11.72284275
459;9.561940953;5.296150006;8.267963197
460;11.42597059;9.847126596;12.00345011
461;7.934618475;2.689989903;5.971055396
462;6.356215618;1.179768467;4.35464514
463;11.9039578;11.30780024;13.20758863
464;12.63856906;13.7972344;15.29787319
465;8.688877232;3.751625546;6.943288062
466;12.42726904;13.05047157;14.66485491
467;7.988795193;2.758310057;6.036105617
468;9.791831486;5.762671811;8.656983162
469;6.71151812;1.444678968;4.67534812
470;7.525904512;2.21212435;5.502380971
471;6.943893507;1.640007509;4.897763642
472;4.147970145;0.254662408;2.799928914
473;10.06632747;6.353613323;9.145532366
474;12.51007267;13.34013601;14.90973765
475;9.384013638;4.952539685;7.978917316
476;10.7006792;7.864148343;10.38264685
477;7.195121891;1.871989393;5.150142469
478;6.503409507;1.284722442;4.484746182
479;8.523135416;3.497478184;6.716902314
480;5.931260614;0.912514142;3.99983105
481;11.04565435;8.772689748;11.12428848
482;11.10703505;8.940895214;11.26169349
483;6.303851894;1.144015413;4.309278026
484;8.714512221;3.792015458;6.978977696
485;7.167623423;1.845512702;5.121896008
486;5.231469121;0.575748669;3.477431075
487;9.41383591;5.009079858;8.026649412
488;13.03529382;15.26710624;16.5611363
489;9.703967302;5.58133891;8.506184273
490;9.792405537;5.763868921;8.65797713
491;9.343414114;4.876243782;7.914391594
492;6.472283658;1.261973772;4.456914594
493;5.172098356;0.552424454;3.436383709
494;9.080241864;4.40042702;7.508595063
495;8.499483397;3.462189926;6.685203687
496;7.986408248;2.755274894;6.033224734
497;5.749921871;0.813617674;3.857365256
498;5.895549276;0.892351578;3.971364964
499;9.63780002;5.44726179;8.3943596
500;4.585078228;0.359586764;3.055721227
